WaterbodyID,Length,Maturity
YT_Kusawa,410,1
YT_Kusawa,405,1
YT_Kusawa,405,1
YT_Kusawa,405,0
YT_Kusawa,400,1
YT_Kusawa,400,1
YT_Kusawa,395,1
YT_Kusawa,390,0
YT_Kusawa,390,0
YT_Kusawa,385,1
YT_Kusawa,381,0
YT_Kusawa,380,1
YT_Kusawa,378,1
YT_Kusawa,376,1
YT_Kusawa,375,1
YT_Kusawa,370,1
YT_Kusawa,370,1
YT_Kusawa,370,1
YT_Kusawa,365,1
YT_Kusawa,350,0
YT_Kusawa,350,0
YT_Kusawa,350,0
YT_Kusawa,345,0
YT_Kusawa,343,1
YT_Kusawa,340,0
YT_Kusawa,340,0
YT_Kusawa,340,0
YT_Kusawa,340,0
YT_Kusawa,335,1
YT_Kusawa,332,1
YT_Kusawa,325,0
YT_Kusawa,313,1
YT_Kusawa,310,0
YT_Kusawa,300,0
YT_Kusawa,300,0
YT_Kusawa,290,0
YT_Kusawa,260,0
YT_Kusawa,248,0
YT_Kusawa,225,0
YT_Kusawa,213,0
YT_Kusawa,205,0
YT_Kusawa,200,0
YT_Kusawa,187,0
YT_Kusawa,186,0
YT_Kusawa,185,0
YT_Laberge,810,0
YT_Laberge,729,1
YT_Laberge,721,1
YT_Laberge,632,1
YT_Laberge,601,1
YT_Laberge,590,1
YT_Laberge,589,1
YT_Laberge,581,0
YT_Laberge,573,1
YT_Laberge,564,0
YT_Laberge,557,0
YT_Laberge,550,0
YT_Laberge,534,1
YT_Laberge,517,1
YT_Laberge,512,0
YT_Laberge,502,0
YT_Laberge,484,0
YT_Laberge,473,1
YT_Laberge,730,1
YT_Laberge,730,1
YT_Laberge,725,1
YT_Laberge,700,1
YT_Laberge,675,1
YT_Laberge,670,1
YT_Laberge,670,1
YT_Laberge,660,1
YT_Laberge,655,1
YT_Laberge,645,1
YT_Laberge,640,1
YT_Laberge,630,0
YT_Laberge,620,1
YT_Laberge,550,1
YT_Laberge,535,1
YT_Laberge,520,1
YT_Laberge,750,1
YT_Laberge,720,1
YT_Laberge,680,1
YT_Laberge,640,1
YT_Laberge,630,1
YT_Laberge,620,1
YT_Laberge,610,1
YT_Laberge,610,1
YT_Laberge,600,1
YT_Laberge,570,1
YT_Laberge,560,1
YT_Laberge,560,1
YT_Laberge,560,1
YT_Laberge,560,1
YT_Laberge,550,1
YT_Laberge,540,1
YT_Laberge,540,1
YT_Laberge,535,1
YT_Laberge,515,1
YT_Laberge,510,0
YT_Laberge,500,0
YT_Laberge,490,1
YT_Laberge,480,0
YT_Laberge,480,1
YT_Laberge,470,0
YT_Laberge,455,1
YT_Laberge,455,0
YT_Laberge,450,1
YT_Laberge,450,0
YT_Laberge,440,0
YT_Laberge,440,0
YT_Laberge,430,0
YT_Laberge,415,0
YT_Laberge,405,0
YT_Laberge,405,0
YT_Laberge,395,0
YT_Laberge,390,0
YT_Laberge,360,0
YT_Laberge,355,0
YT_Laberge,330,0
YT_Laberge,315,0
YT_Laberge,854,1
YT_Laberge,716,1
YT_Laberge,646,1
YT_Laberge,641,1
YT_Laberge,590,1
YT_Laberge,586,1
YT_Laberge,575,1
YT_Laberge,570,1
YT_Laberge,570,1
YT_Laberge,567,1
YT_Laberge,566,1
YT_Laberge,548,1
YT_Laberge,545,1
YT_Laberge,543,1
YT_Laberge,540,1
YT_Laberge,539,1
YT_Laberge,537,1
YT_Laberge,535,1
YT_Laberge,531,1
YT_Laberge,522,1
YT_Laberge,508,1
YT_Laberge,507,1
YT_Laberge,504,1
YT_Laberge,497,1
YT_Laberge,491,1
YT_Laberge,488,1
YT_Laberge,486,1
YT_Laberge,485,1
YT_Laberge,483,1
YT_Laberge,480,1
YT_Laberge,475,1
YT_Laberge,471,1
YT_Laberge,469,1
YT_Laberge,459,0
YT_Laberge,450,1
YT_Laberge,447,0
YT_Laberge,447,1
YT_Laberge,443,1
YT_Laberge,441,1
YT_Laberge,441,0
YT_Laberge,440,1
YT_Laberge,435,0
YT_Laberge,433,0
YT_Laberge,430,0
YT_Laberge,429,1
YT_Laberge,423,1
YT_Laberge,423,0
YT_Laberge,420,1
YT_Laberge,415,0
YT_Laberge,410,1
YT_Laberge,410,1
YT_Laberge,410,0
YT_Laberge,409,0
YT_Laberge,407,1
YT_Laberge,403,0
YT_Laberge,403,0
YT_Laberge,402,1
YT_Laberge,392,0
YT_Laberge,390,0
YT_Laberge,389,1
YT_Laberge,387,0
YT_Laberge,387,1
YT_Laberge,372,0
YT_Laberge,346,0
YT_Laberge,342,0
YT_Laberge,340,0
YT_Laberge,303,0
YT_Laberge,71,0
01070LIAR,402,1
01070LIAR,384,1
01070LIAR,361,0
01070LIAR,361,0
01070LIAR,355,1
01070LIAR,355,1
01070LIAR,355,0
01070LIAR,354,0
01070LIAR,351,0
01070LIAR,350,1
01070LIAR,350,0
01070LIAR,350,0
01070LIAR,350,0
01070LIAR,346,0
01070LIAR,345,1
01070LIAR,345,1
01070LIAR,345,0
01070LIAR,342,0
01070LIAR,341,0
01070LIAR,340,0
01070LIAR,340,0
01070LIAR,340,0
01070LIAR,337,0
01070LIAR,334,0
01070LIAR,330,0
01070LIAR,330,1
01070LIAR,330,0
01070LIAR,328,0
01070LIAR,325,1
01070LIAR,325,0
01070LIAR,325,1
01070LIAR,325,0
01070LIAR,320,1
01070LIAR,319,1
01070LIAR,319,0
01070LIAR,316,0
01070LIAR,315,1
01070LIAR,315,0
01070LIAR,313,0
01070LIAR,311,0
01070LIAR,310,1
01070LIAR,310,0
01070LIAR,310,0
01070LIAR,310,0
01070LIAR,310,0
01070LIAR,309,0
01070LIAR,306,0
01070LIAR,305,0
01070LIAR,305,0
01070LIAR,305,0
01070LIAR,305,0
01070LIAR,302,0
01070LIAR,300,1
01070LIAR,300,0
01070LIAR,300,0
01070LIAR,298,0
01070LIAR,295,0
01070LIAR,293,0
01070LIAR,286,0
01070LIAR,271,0
01070LIAR,270,0
01070LIAR,268,0
01070LIAR,255,0
01070LIAR,252,0
01070LIAR,247,0
01070LIAR,240,0
01070LIAR,227,0
01070LIAR,223,0
01070LIAR,202,0
01070LIAR,148,0
01070LIAR,90,0
01070LIAR,89,0
YT_Little Atlin,624,1
YT_Little Atlin,592,1
YT_Little Atlin,591,1
YT_Little Atlin,587,1
YT_Little Atlin,567,1
YT_Little Atlin,562,1
YT_Little Atlin,554,1
YT_Little Atlin,550,1
YT_Little Atlin,548,1
YT_Little Atlin,521,1
YT_Little Atlin,516,1
YT_Little Atlin,516,1
YT_Little Atlin,513,0
YT_Little Atlin,511,1
YT_Little Atlin,504,0
YT_Little Atlin,501,1
YT_Little Atlin,620,1
YT_Little Atlin,610,1
YT_Little Atlin,605,1
YT_Little Atlin,602,1
YT_Little Atlin,600,1
YT_Little Atlin,580,1
YT_Little Atlin,575,1
YT_Little Atlin,563,1
YT_Little Atlin,545,1
YT_Little Atlin,535,1
YT_Little Atlin,532,1
YT_Little Atlin,530,0
YT_Little Atlin,512,1
YT_Little Atlin,510,1
YT_Little Atlin,508,1
YT_Little Atlin,675,1
YT_Little Atlin,671,1
YT_Little Atlin,670,1
YT_Little Atlin,585,1
YT_Little Atlin,540,1
YT_Little Atlin,617,1
YT_Little Atlin,604,1
YT_Little Atlin,595,1
YT_Little Atlin,570,1
YT_Little Atlin,560,1
YT_Little Atlin,550,1
YT_Little Atlin,545,1
YT_Little Atlin,540,1
YT_Little Atlin,540,1
YT_Little Atlin,535,1
YT_Little Atlin,530,1
YT_Little Atlin,527,1
YT_Little Atlin,465,0
YT_Little Salmon,975,1
YT_Little Salmon,744,1
YT_Little Salmon,740,1
YT_Little Salmon,733,1
YT_Little Salmon,720,1
YT_Little Salmon,664,1
YT_Little Salmon,637,1
YT_Little Salmon,615,1
YT_Little Salmon,609,1
YT_Little Salmon,607,1
YT_Little Salmon,598,1
YT_Little Salmon,580,1
YT_Little Salmon,572,1
YT_Little Salmon,565,1
YT_Little Salmon,545,1
YT_Little Salmon,544,1
YT_Little Salmon,534,1
YT_Little Salmon,531,1
YT_Little Salmon,531,1
YT_Little Salmon,530,1
YT_Little Salmon,524,0
YT_Little Salmon,522,1
YT_Little Salmon,510,1
YT_Little Salmon,509,1
YT_Little Salmon,507,1
YT_Little Salmon,505,0
YT_Little Salmon,500,1
YT_Little Salmon,497,1
YT_Little Salmon,494,0
YT_Little Salmon,493,1
YT_Little Salmon,492,1
YT_Little Salmon,491,1
YT_Little Salmon,487,1
YT_Little Salmon,487,1
YT_Little Salmon,486,1
YT_Little Salmon,478,1
YT_Little Salmon,475,1
YT_Little Salmon,473,1
YT_Little Salmon,470,1
YT_Little Salmon,470,1
YT_Little Salmon,468,1
YT_Little Salmon,465,1
YT_Little Salmon,460,1
YT_Little Salmon,452,0
YT_Little Salmon,448,1
YT_Little Salmon,435,0
YT_Little Salmon,415,0
YT_Little Salmon,409,1
YT_Little Salmon,400,0
YT_Little Salmon,395,0
YT_Little Salmon,393,1
YT_Little Salmon,385,0
YT_Little Salmon,384,0
YT_Little Salmon,382,1
YT_Little Salmon,380,0
YT_Little Salmon,373,0
YT_Little Salmon,370,0
YT_Little Salmon,370,0
YT_Little Salmon,352,0
YT_Little Salmon,348,0
YT_Little Salmon,337,0
YT_Little Salmon,334,0
YT_Little Salmon,308,0
YT_Little Salmon,305,0
YT_Little Salmon,285,0
YT_Little Salmon,232,0
01088LIAR,870,1
01088LIAR,800,1
01088LIAR,760,1
01088LIAR,690,1
01088LIAR,580,1
01088LIAR,569,1
01088LIAR,502,0
01088LIAR,498,0
01088LIAR,440,1
01088LIAR,428,0
01088LIAR,425,1
01088LIAR,423,1
01088LIAR,420,1
01088LIAR,419,1
01088LIAR,418,1
01088LIAR,416,1
01088LIAR,415,1
01088LIAR,410,1
01088LIAR,408,1
01088LIAR,407,1
01088LIAR,400,1
01088LIAR,400,1
01088LIAR,399,1
01088LIAR,398,1
01088LIAR,398,0
01088LIAR,393,1
01088LIAR,391,0
01088LIAR,388,1
01088LIAR,388,1
01088LIAR,387,1
01088LIAR,384,1
01088LIAR,384,1
01088LIAR,383,1
01088LIAR,379,0
01088LIAR,378,1
01088LIAR,376,1
01088LIAR,375,1
01088LIAR,375,1
01088LIAR,373,1
01088LIAR,371,1
01088LIAR,368,1
01088LIAR,367,0
01088LIAR,365,0
01088LIAR,363,1
01088LIAR,362,1
01088LIAR,362,0
01088LIAR,360,1
01088LIAR,360,1
01088LIAR,358,1
01088LIAR,358,0
01088LIAR,357,1
01088LIAR,356,0
01088LIAR,354,1
01088LIAR,354,0
01088LIAR,353,0
01088LIAR,350,1
01088LIAR,350,1
01088LIAR,348,0
01088LIAR,344,1
01088LIAR,343,1
01088LIAR,341,0
01088LIAR,338,0
01088LIAR,338,0
01088LIAR,335,0
01088LIAR,332,0
01088LIAR,330,0
01088LIAR,330,1
01088LIAR,326,0
01088LIAR,323,1
01088LIAR,322,1
01088LIAR,318,1
01088LIAR,315,0
01088LIAR,314,0
01088LIAR,311,0
01088LIAR,306,0
01088LIAR,300,0
01088LIAR,300,0
01088LIAR,165,0
01218SWIR,400,0
01218SWIR,460,1
01218SWIR,480,0
01218SWIR,500,1
01218SWIR,440,0
01218SWIR,250,0
01218SWIR,310,0
01218SWIR,420,1
01218SWIR,430,1
01218SWIR,410,0
01218SWIR,430,0
01218SWIR,235,0
01218SWIR,230,0
01218SWIR,225,0
01218SWIR,220,0
01218SWIR,200,0
01218SWIR,185,0
01218SWIR,225,0
01218SWIR,190,0
01218SWIR,180,0
01218SWIR,175,0
01218SWIR,162,0
01218SWIR,280,0
01218SWIR,350,0
01218SWIR,430,0
01218SWIR,540,0
01218SWIR,465,0
01218SWIR,131,0
01218SWIR,300,0
01218SWIR,275,0
01218SWIR,320,0
01218SWIR,295,0
01218SWIR,330,0
01218SWIR,275,0
01218SWIR,260,0
01218SWIR,265,0
01218SWIR,253,0
01218SWIR,240,0
01218SWIR,285,0
01218SWIR,250,0
01218SWIR,245,0
01218SWIR,240,0
YT_Marsh,685,1
YT_Marsh,625,1
YT_Marsh,570,1
YT_Marsh,565,1
YT_Marsh,560,1
YT_Marsh,545,1
YT_Marsh,532,1
YT_Marsh,530,1
YT_Marsh,529,1
YT_Marsh,525,1
YT_Marsh,520,1
YT_Marsh,500,1
YT_Marsh,490,1
YT_Marsh,470,1
YT_Marsh,699,1
YT_Marsh,654,1
YT_Marsh,642,1
YT_Marsh,630,1
YT_Marsh,611,1
YT_Marsh,592,1
YT_Marsh,580,1
YT_Marsh,556,0
YT_Marsh,542,1
YT_Marsh,535,1
YT_Marsh,535,1
YT_Marsh,534,0
YT_Marsh,526,1
YT_Marsh,525,1
YT_Marsh,514,0
YT_Marsh,512,0
YT_Marsh,510,0
YT_Marsh,504,0
YT_Marsh,496,1
YT_Marsh,495,1
YT_Marsh,488,1
YT_Marsh,475,0
YT_Marsh,472,1
YT_Marsh,466,1
YT_Marsh,458,0
YT_Marsh,533,0
YT_Marsh,630,1
YT_Marsh,625,1
YT_Marsh,550,1
YT_Marsh,520,1
YT_Marsh,510,0
YT_Marsh,622,1
YT_Marsh,611,1
YT_Marsh,608,1
YT_Marsh,600,1
YT_Marsh,598,1
YT_Marsh,581,1
YT_Marsh,581,1
YT_Marsh,580,1
YT_Marsh,573,1
YT_Marsh,572,1
YT_Marsh,557,1
YT_Marsh,556,1
YT_Marsh,540,1
YT_Marsh,535,1
YT_Marsh,535,1
YT_Marsh,535,1
YT_Marsh,530,1
YT_Marsh,520,1
YT_Marsh,517,1
YT_Marsh,508,1
YT_Marsh,495,1
YT_Marsh,487,1
YT_Marsh,485,1
YT_Marsh,482,0
YT_Marsh,480,0
YT_Marsh,480,1
YT_Marsh,480,0
YT_Marsh,480,1
YT_Marsh,478,1
YT_Marsh,470,1
YT_Marsh,470,1
YT_Marsh,463,1
YT_Marsh,455,1
YT_Marsh,420,0
YT_Marsh,381,0
YT_Mayo,620,1
YT_Mayo,605,1
YT_Mayo,565,1
YT_Mayo,560,1
YT_Mayo,560,0
YT_Mayo,540,1
YT_Mayo,540,1
YT_Mayo,525,1
YT_Mayo,525,1
YT_Mayo,520,1
YT_Mayo,515,1
YT_Mayo,505,1
YT_Mayo,505,1
YT_Mayo,503,0
YT_Mayo,500,1
YT_Mayo,495,1
YT_Mayo,495,1
YT_Mayo,490,1
YT_Mayo,485,1
YT_Mayo,480,1
YT_Mayo,475,1
YT_Mayo,470,1
YT_Mayo,465,1
YT_Mayo,465,1
YT_Mayo,450,1
YT_Mayo,430,1
YT_Mayo,420,1
YT_Mayo,420,0
YT_Mayo,418,1
YT_Mayo,410,1
YT_Mayo,390,0
YT_Mayo,385,1
YT_Mayo,365,0
YT_Mayo,365,0
YT_Mayo,335,0
YT_Mayo,325,0
YT_Mayo,320,0
YT_Mayo,310,0
01380MORR,670,0
01380MORR,630,0
01380MORR,615,1
01380MORR,610,1
01380MORR,610,0
01380MORR,600,1
01380MORR,535,1
01380MORR,495,0
01380MORR,430,0
01380MORR,390,0
01380MORR,442,0
01380MORR,424,0
01380MORR,345,0
01380MORR,230,0
01380MORR,382,0
01380MORR,543,0
01380MORR,435,0
01380MORR,425,0
01380MORR,561,0
01380MORR,352,0
01178TESR,377,1
01178TESR,298,0
01178TESR,365,1
01178TESR,445,1
01178TESR,323,0
01178TESR,369,0
01178TESR,391,0
01178TESR,685,1
01178TESR,358,1
01178TESR,368,1
01178TESR,418,1
01178TESR,407,1
01178TESR,437,1
01178TESR,430,0
01178TESR,169,0
01178TESR,140,0
01178TESR,144,0
01178TESR,149,0
01178TESR,162,0
01178TESR,170,0
01178TESR,400,1
01178TESR,213,0
01178TESR,368,0
01178TESR,256,0
01178TESR,284,0
01178TESR,282,0
01178TESR,310,0
01178TESR,382,1
01178TESR,355,0
01178TESR,167,0
01178TESR,426,1
01178TESR,368,1
01178TESR,410,0
01178TESR,405,1
01178TESR,330,1
01178TESR,372,0
01178TESR,389,1
01178TESR,395,1
01178TESR,390,1
01178TESR,434,1
01178TESR,272,0
01178TESR,538,1
01178TESR,381,1
01178TESR,348,0
01178TESR,415,1
01178TESR,387,1
01178TESR,341,1
01178TESR,750,1
01178TESR,290,0
01178TESR,324,0
01178TESR,345,0
01178TESR,391,1
01178TESR,440,1
01178TESR,404,1
01178TESR,425,1
01178TESR,570,1
01178TESR,415,1
01178TESR,153,0
01178TESR,660,1
01178TESR,646,1
01178TESR,604,1
01178TESR,525,0
01178TESR,481,0
01178TESR,451,1
01178TESR,447,0
01178TESR,442,0
01178TESR,440,0
01178TESR,431,1
01178TESR,430,1
01178TESR,425,1
01178TESR,420,1
01178TESR,415,0
01178TESR,414,0
01178TESR,413,0
01178TESR,410,0
01178TESR,405,0
01178TESR,399,1
01178TESR,398,0
01178TESR,394,0
01178TESR,394,0
01178TESR,391,0
01178TESR,380,0
01178TESR,377,0
01178TESR,374,1
01178TESR,369,0
01178TESR,363,0
01178TESR,800,0
01178TESR,760,0
01178TESR,690,1
01178TESR,670,1
01178TESR,604,0
01178TESR,518,0
01178TESR,508,1
01178TESR,506,0
01178TESR,492,0
01178TESR,470,0
01178TESR,466,0
01178TESR,452,0
01178TESR,450,0
01178TESR,440,0
01178TESR,440,0
01178TESR,439,0
01178TESR,435,0
01178TESR,435,0
01178TESR,430,0
01178TESR,422,0
01178TESR,420,0
01178TESR,414,0
01178TESR,410,1
01178TESR,405,0
01178TESR,400,0
01178TESR,400,0
01178TESR,399,0
01178TESR,398,0
01178TESR,396,0
01178TESR,396,0
01178TESR,395,0
01178TESR,391,0
01178TESR,390,0
01178TESR,389,0
01178TESR,388,0
01178TESR,382,0
01178TESR,376,0
01178TESR,374,0
01178TESR,373,0
01178TESR,372,0
01178TESR,367,0
01178TESR,330,0
01178TESR,325,0
01178TESR,311,0
01178TESR,309,0
01178TESR,296,0
01178TESR,296,0
01178TESR,261,0
01178TESR,374,0
01178TESR,578,0
01178TESR,382,0
01178TESR,430,0
01178TESR,453,0
01178TESR,267,0
01178TESR,407,0
01136UPCE,678,1
01136UPCE,678,1
01136UPCE,712,1
01136UPCE,450,0
01136UPCE,775,0
01136UPCE,770,0
01136UPCE,767,1
01136UPCE,728,1
01136UPCE,663,0
01136UPCE,633,1
01136UPCE,596,0
01136UPCE,570,1
01136UPCE,558,1
01136UPCE,553,0
01136UPCE,545,1
01136UPCE,542,0
01136UPCE,535,1
01136UPCE,528,1
01136UPCE,510,0
01136UPCE,803,1
01136UPCE,720,1
01136UPCE,688,1
01136UPCE,679,1
01136UPCE,652,1
01136UPCE,457,0
01136UPCE,416,0
01136UPCE,281,0
01136UPCE,261,0
01136UPCE,260,0
01136UPCE,256,0
01136UPCE,256,0
01136UPCE,253,0
01136UPCE,252,0
01136UPCE,251,0
01136UPCE,250,0
01136UPCE,243,0
01136UPCE,242,0
01136UPCE,241,0
01136UPCE,240,0
01136UPCE,237,0
01136UPCE,236,0
01136UPCE,230,0
01136UPCE,227,0
01136UPCE,227,0
01136UPCE,210,0
01136UPCE,196,0
01136UPCE,192,0
01136UPCE,189,0
01136UPCE,187,0
01136UPCE,177,0
01136UPCE,170,0
01136UPCE,165,0
01136UPCE,160,0
01136UPCE,155,0
01136UPCE,145,0
01136UPCE,140,0
01136UPCE,930,1
01136UPCE,750,0
01136UPCE,618,0
01136UPCE,216,0
01136UPCE,208,0
01136UPCE,657,0
01136UPCE,551,0
01136UPCE,484,0
01136UPCE,482,0
01136UPCE,478,0
01136UPCE,206,0
01136UPCE,888,1
01136UPCE,727,1
01136UPCE,604,1
01136UPCE,598,1
01136UPCE,558,1
01136UPCE,517,1
01136UPCE,898,1
01136UPCE,855,1
01136UPCE,850,0
01136UPCE,820,0
01136UPCE,817,0
01136UPCE,793,0
01136UPCE,740,0
01136UPCE,940,0
01136UPCE,855,1
01136UPCE,845,0
01136UPCE,810,0
01136UPCE,796,0
01136UPCE,775,1
01136UPCE,765,1
01136UPCE,760,1
01136UPCE,760,0
01136UPCE,757,1
01136UPCE,750,1
01136UPCE,749,1
01136UPCE,745,0
01136UPCE,740,1
01136UPCE,738,0
01136UPCE,730,1
01136UPCE,716,1
01136UPCE,716,1
01136UPCE,715,1
01136UPCE,710,1
01136UPCE,700,1
01136UPCE,695,1
01136UPCE,686,1
01136UPCE,684,1
01136UPCE,675,1
01136UPCE,658,1
01136UPCE,653,1
01136UPCE,625,1
01136UPCE,608,1
01136UPCE,592,1
01136UPCE,570,1
01136UPCE,570,1
01136UPCE,560,1
01136UPCE,559,1
01136UPCE,518,1
01136UPCE,824,0
01136UPCE,806,1
01136UPCE,792,1
01136UPCE,782,1
01136UPCE,780,1
01136UPCE,770,0
01136UPCE,754,1
01136UPCE,749,0
01136UPCE,742,0
01136UPCE,739,0
01136UPCE,736,0
01136UPCE,716,1
01136UPCE,714,0
01136UPCE,706,0
01136UPCE,706,0
01136UPCE,678,1
01136UPCE,668,1
01136UPCE,667,1
01136UPCE,653,0
01136UPCE,562,1
01136UPCE,224,0
01136UPCE,202,0
01136UPCE,196,0
01136UPCE,840,1
01136UPCE,808,1
01136UPCE,793,1
01136UPCE,758,0
01136UPCE,743,1
01136UPCE,728,1
01136UPCE,722,0
01136UPCE,720,1
01136UPCE,714,1
01136UPCE,714,0
01136UPCE,697,1
01136UPCE,697,0
01136UPCE,696,0
01136UPCE,693,1
01136UPCE,685,1
01136UPCE,669,0
01136UPCE,650,1
01136UPCE,648,1
01136UPCE,646,1
01136UPCE,645,1
01136UPCE,633,1
01136UPCE,629,1
01136UPCE,588,1
01136UPCE,543,1
01136UPCE,540,1
01136UPCE,521,1
01136UPCE,344,0
01136UPCE,820,1
01136UPCE,768,1
01136UPCE,740,1
01136UPCE,635,0
01136UPCE,609,1
01136UPCE,604,1
01136UPCE,600,0
01136UPCE,559,1
01136UPCE,542,1
01136UPCE,510,1
01136UPCE,432,1
01136UPCE,865,1
01136UPCE,860,0
01136UPCE,810,0
01136UPCE,764,1
01136UPCE,750,0
01136UPCE,680,1
01136UPCE,648,1
01136UPCE,572,0
01136UPCE,635,1
01136UPCE,412,0
01136UPCE,380,0
01136UPCE,255,0
01136UPCE,248,0
01136UPCE,235,0
01136UPCE,230,0
01136UPCE,221,0
01136UPCE,212,0
01136UPCE,198,0
00756TAKL,689,0
00756TAKL,856,1
00756TAKL,780,1
00756TAKL,769,1
00756TAKL,764,1
00756TAKL,721,1
00756TAKL,710,1
00756TAKL,685,1
00756TAKL,683,1
00756TAKL,675,1
00756TAKL,667,0
00756TAKL,665,1
00756TAKL,640,1
00756TAKL,634,1
00756TAKL,625,1
00756TAKL,623,1
00756TAKL,608,1
00756TAKL,601,1
00756TAKL,596,1
00756TAKL,588,1
00756TAKL,584,1
00756TAKL,567,0
00756TAKL,556,1
00756TAKL,554,1
00756TAKL,535,1
00756TAKL,526,0
00756TAKL,510,1
00756TAKL,501,1
00756TAKL,491,1
00756TAKL,488,1
00756TAKL,486,1
00756TAKL,483,1
00756TAKL,482,0
00756TAKL,481,0
00756TAKL,476,1
00756TAKL,475,0
00756TAKL,465,0
00756TAKL,462,1
00756TAKL,461,0
00756TAKL,454,1
00756TAKL,446,1
00756TAKL,439,0
00756TAKL,430,1
00756TAKL,425,1
00756TAKL,417,0
00756TAKL,412,0
00756TAKL,400,0
00756TAKL,392,1
00756TAKL,392,0
00756TAKL,378,0
00756TAKL,375,0
00756TAKL,375,0
00756TAKL,373,0
00756TAKL,366,0
00756TAKL,362,0
00756TAKL,350,0
00756TAKL,340,0
00756TAKL,317,0
00756TAKL,315,0
00756TAKL,300,0
00756TAKL,276,0
00756TAKL,856,1
00756TAKL,850,0
00756TAKL,791,0
00756TAKL,780,0
00756TAKL,780,0
00756TAKL,771,0
00756TAKL,712,0
00756TAKL,690,0
00756TAKL,689,0
00756TAKL,682,0
00756TAKL,650,0
00756TAKL,650,0
00756TAKL,643,0
00756TAKL,600,0
00756TAKL,600,0
00756TAKL,590,0
00756TAKL,570,0
00756TAKL,535,0
00756TAKL,520,0
00756TAKL,515,0
00756TAKL,493,0
00756TAKL,490,0
00756TAKL,490,0
00756TAKL,481,0
00756TAKL,440,0
00756TAKL,430,0
00756TAKL,419,0
00756TAKL,399,0
00756TAKL,389,0
00756TAKL,245,0
00756TAKL,225,0
00756TAKL,215,0
00756TAKL,213,0
00756TAKL,205,0
00744WILL,786,1
00744WILL,778,1
00744WILL,772,1
00744WILL,743,1
00744WILL,708,1
00744WILL,695,1
00744WILL,665,1
00744WILL,665,1
00744WILL,653,1
00744WILL,652,1
00744WILL,640,1
00744WILL,634,1
00744WILL,629,1
00744WILL,622,1
00744WILL,610,1
00744WILL,604,1
00744WILL,598,1
00744WILL,592,1
00744WILL,591,1
00744WILL,585,1
00744WILL,582,1
00744WILL,576,1
00744WILL,568,1
00744WILL,566,1
00744WILL,555,0
00744WILL,548,1
00744WILL,540,1
00744WILL,526,0
00744WILL,499,0
00744WILL,488,0
00744WILL,473,0
00744WILL,470,0
00744WILL,466,0
00744WILL,464,0
00744WILL,454,0
00744WILL,449,0
00744WILL,444,0
00744WILL,438,0
00744WILL,435,0
00744WILL,433,0
00744WILL,428,0
00744WILL,423,1
00744WILL,391,0
00744WILL,387,1
00744WILL,369,1
00744WILL,364,0
00744WILL,363,1
00744WILL,355,0
00744WILL,338,0
00744WILL,328,0
00744WILL,325,0
00744WILL,321,0
00744WILL,317,0
00744WILL,284,0
00744WILL,275,0
00744WILL,268,0
00998TAKL,705,1
00998TAKL,690,1
00998TAKL,660,1
00998TAKL,638,1
00998TAKL,605,1
00998TAKL,605,1
00998TAKL,580,1
00998TAKL,560,0
00998TAKL,545,1
00998TAKL,522,1
00998TAKL,500,0
00998TAKL,480,1
00998TAKL,465,0
00998TAKL,460,0
00998TAKL,445,0
00998TAKL,440,0
00998TAKL,433,0
00998TAKL,428,0
00998TAKL,426,1
00998TAKL,416,1
00998TAKL,415,0
00998TAKL,406,0
00998TAKL,395,0
00998TAKL,380,0
00998TAKL,378,0
00998TAKL,375,0
00998TAKL,360,0
00998TAKL,351,0
00998TAKL,345,0
00998TAKL,344,0
00998TAKL,342,0
00998TAKL,335,0
00998TAKL,301,0
00998TAKL,560,1
00998TAKL,745,0
00998TAKL,740,0
00998TAKL,730,0
00998TAKL,698,0
00998TAKL,690,0
00998TAKL,668,0
00998TAKL,661,0
00998TAKL,654,0
00998TAKL,640,0
00998TAKL,620,0
00998TAKL,615,0
00998TAKL,606,0
00998TAKL,602,0
00998TAKL,600,0
00998TAKL,570,0
00998TAKL,559,0
00998TAKL,556,0
00998TAKL,550,0
00998TAKL,525,0
00998TAKL,520,0
00998TAKL,510,0
00998TAKL,480,0
00998TAKL,430,0
00998TAKL,390,0
00998TAKL,365,0
00998TAKL,338,0
00998TAKL,333,0
00998TAKL,319,0
00998TAKL,300,0
00998TAKL,292,0
00998TAKL,275,0
00998TAKL,246,0
00998TAKL,223,0
00998TAKL,190,0
01149COAL,640,1
01149COAL,395,0
01149COAL,352,0
01149COAL,345,0
01149COAL,315,0
01149COAL,300,0
01149COAL,252,0
01149COAL,246,0
01149COAL,227,0
01149COAL,208,0
01149COAL,182,0
01149COAL,131,0
01149COAL,440,1
01149COAL,385,1
01149COAL,370,1
01149COAL,365,1
01149COAL,357,1
01149COAL,335,1
01149COAL,567,1
01149COAL,443,1
01149COAL,400,1
01149COAL,397,1
01149COAL,383,1
01149COAL,381,1
01149COAL,381,1
01149COAL,380,1
01149COAL,378,1
01149COAL,377,1
01149COAL,377,1
01149COAL,375,0
01149COAL,370,1
01149COAL,370,0
01149COAL,370,0
01149COAL,363,1
01149COAL,353,0
01149COAL,352,1
01149COAL,350,1
01149COAL,347,1
01149COAL,339,1
01149COAL,310,1
01149COAL,300,0
01149COAL,294,0
01149COAL,287,0
01149COAL,240,0
